Variable accession,Variable name,Variable description,Type,Dataset accession,Dataset name,Study,Database
phv00112057,lcvwmn4,LEFT COMMON CAROTID VESSEL WIDTH MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112058,lcvwsd4,LEFT COMMON CAROTID VESSEL WIDTH STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112059,lclumax4,LEFT COMMON CAROTID LUMEN MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112060,lclumin4,LEFT COMMON CAROTID LUMEN MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112061,lclumn4,LEFT COMMON CAROTID LUMEN MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112062,lclusd4,LEFT COMMON CAROTID LUMEN STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112063,lcefwmx4,LEFT COMMON CAROTID EDGE DETECTED FAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112064,lcefwmi4,LEFT COMMON CAROTID EDGE DETECTED FAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112065,lcefwmn4,LEFT COMMON CAROTID EDGE DETECTED FAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112066,lcefwsd4,LEFT COMMON CAROTID EDGE DETECTED FAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112067,laqs4,LEFT ANTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112068,lascale4,LEFT ANTERIOR OBLIQUE IMAGE SCALE - ICA,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112069,lafwmax4,LEFT ANTERIOR OBLIQUE FAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112070,lafwmin4,LEFT ANTERIOR OBLIQUE FAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112071,lafwmn4,LEFT ANTERIOR OBLIQUE FAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112072,lafwsd4,LEFT ANTERIOR OBLIQUE FAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112073,lanwmax4,LEFT ANTERIOR OBLIQUE NEAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112074,lanwmin4,LEFT ANTERIOR OBLIQUE NEAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112075,lanwmn4,LEFT ANTERIOR OBLIQUE NEAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112076,lanwsd4,LEFT ANTERIOR OBLIQUE NEAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112077,lavwmax4,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112078,lavwmin4,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112079,lavwmn4,LEFT ANTERIOR OBLIQUE VESSEL WIDTH MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112080,lavwsd4,LEFT ANTERIOR OBLIQUE VESSEL WIDTH STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112081,lalumax4,LEFT ANTERIOR OBLIQUE LUMEN MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112082,lalumin4,LEFT ANTERIOR OBLIQUE LUMEN MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112083,lalumn4,LEFT ANTERIOR OBLIQUE LUMEN MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112084,lalusd4,LEFT ANTERIOR OBLIQUE LUMEN STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112085,llqs4,LEFT LATERAL OBLIQUE IMAGE QUALITY SCORE,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112086,llscale4,LEFT LATERAL OBLIQUE IMAGE SCALE - ICA,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112087,llfwmax4,LEFT LATERAL OBLIQUE FAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112088,llfwmin4,LEFT LATERAL OBLIQUE FAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112089,llfwmn4,LEFT LATERAL OBLIQUE FAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112090,llfwsd4,LEFT LATERAL OBLIQUE FAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112091,llnwmax4,LEFT LATERAL OBLIQUE NEAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112092,llnwmin4,LEFT LATERAL OBLIQUE NEAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112093,llnwmn4,LEFT LATERAL OBLIQUE NEAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112094,llnwsd4,LEFT LATERAL OBLIQUE NEAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112095,llvwmax4,LEFT LATERAL OBLIQUE VESSEL WIDTH MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112096,llvwmin4,LEFT LATERAL OBLIQUE VESSEL WIDTH MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112097,llvwmn4,LEFT LATERAL OBLIQUE VESSEL WIDTH MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112098,llvwsd4,LEFT LATERAL OBLIQUE VESSEL WIDTH STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112099,lllumax4,LEFT LATERAL OBLIQUE LUMEN MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112100,lllumin4,LEFT LATERAL OBLIQUE LUMEN MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112101,lllumn4,LEFT LATERAL OBLIQUE LUMEN MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112102,lllusd4,LEFT LATERAL OBLIQUE LUMEN STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112103,lpqs4,LEFT POSTERIOR OBLIQUE IMAGE QUALITY SCORE,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112104,lpscale4,LEFT POSTERIOR OBLIQUE IMAGE SCALE - ICA,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112105,lpfwmax4,LEFT POSTERIOR OBLIQUE FAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112106,lpfwmin4,LEFT POSTERIOR OBLIQUE FAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112107,lpfwmn4,LEFT POSTERIOR OBLIQUE FAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112108,lpfwsd4,LEFT POSTERIOR OBLIQUE FAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112109,lpnwmax4,LEFT POSTERIOR OBLIQUE NEAR WALL MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112110,lpnwmin4,LEFT POSTERIOR OBLIQUE NEAR WALL MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112111,lpnwmn4,LEFT POSTERIOR OBLIQUE NEAR WALL MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112112,lpnwsd4,LEFT POSTERIOR OBLIQUE NEAR WALL STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112113,lpvwmax4,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112114,lpvwmin4,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112115,lpvwmn4,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112116,lpvwsd4,LEFT POSTERIOR OBLIQUE VESSEL WIDTH STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112117,lplumax4,LEFT POSTERIOR OBLIQUE LUMEN MAX,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112118,lplumin4,LEFT POSTERIOR OBLIQUE LUMEN MIN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112119,lplumn4,LEFT POSTERIOR OBLIQUE LUMEN MEAN,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112120,lplusd4,LEFT POSTERIOR OBLIQUE LUMEN STD DEV,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112121,maxstn4c,"MAXIMUM CAROTID STENOSIS, GRADED",NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112122,maxsur4c,MAXIMUM SURFACE,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112123,maxmor4c,MAXIMUM MORPHOLOGY,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112124,maxden4c,MAXIMUM DENSITY,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112125,maxcom4c,COMMON CAROTID INTIMAL-MEDIAL THICKNESS,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112126,maxint4c,INTERNAL CAROTID INTIMAL-MEDIAL THICKNESS,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00112127,zmximt4c,Z SCORE MAXIMUM IMT,NUMERIC,pht001528,MESA_AirNRIMT,phs000209,mesa
phv00179286,sidno,SHARE ID Number,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179288,cenid3,Census tract fake id (based on 2000 census tract),Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179296,tl1_aq_1mile_n3,Timeline #1 Aesthetic Quality 1-mile neighbor crude mean n per 1mile - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179300,tl1_sf_1mile_n3,Timeline #1 Safety 1-mile neighbor crude mean n per 1mile - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179301,tl1_sc_ceb3,Timeline #1 Social Cohesion CEB estimate,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179304,tl1_sc_1mile_n3,Timeline #1 Social Cohesion 1-mile neighbor crude mean n per 1mile,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00196284,k1soc3,1 mile kernel SOCIAL ENGAGEMENT,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179295,tl1_aq_1mile3,Timeline #1 Aesthetic Quality 1-mile neighbor crude mean - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179299,tl1_sf_1mile3,Timeline #1 Safety 1-mile neighbor crude mean - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00179303,tl1_sc_1mile3,Timeline #1 Social Cohesion 1-mile neighbor crude mean,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218213,k1ffc3,1 mile kernel FAST FOOD CHAIN,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218214,k1ffall3,1 mile kernel FAST FOOD ALL,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218215,k3ffc3,3 mile kernel FAST FOOD CHAIN,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218216,k3pai3,3 mile kernel TOTAL PHYSICAL ACTIVITIES+INSTRUCTIONAL+INSTRUCTIONAL+WATER,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218217,k3ffall3,3 mile kernel FAST FOOD ALL,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218218,k3fav3,3 mile kernel FAVORABLE FOOD STORES,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218219,s1ffc3,1 mile simple FAST FOOD CHAIN,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218220,s1pai3,1 mile simple TOTAL PHYSICAL ACTIVITIES+INSTRUCTIONAL+INSTRUCTIONAL+WATER,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218221,s1ffall3,1 mile simple FAST FOOD ALL,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218222,s1fav3,1 mile simple FAVORABLE FOOD STORES,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218223,s3ffc3,3 mile simple FAST FOOD CHAIN,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218224,s3pai3,3 mile simple TOTAL PHYSICAL ACTIVITIES+INSTRUCTIONAL+INSTRUCTIONAL+WATER,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218225,s3ffall3,3 mile simple FAST FOOD ALL,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218226,s3fav3,3 mile simple FAVORABLE FOOD STORES,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218227,popdenmi13,Population density per square mile in 1 mile buffer,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218228,race_blacknh3,% black non-hispanic,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218229,educ_minhs3,% 25+ with minimum High School education,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218230,educ_minba3,% 25+ with minimum bachelor degree,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218231,inc_medhh3,Median Household income,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218232,inc_pubass3,% with public assistance,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218233,pov3,% below poverty,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218234,tl1_we_1mile3,Timeline #1 Walking Environment 1-mile neighbor crude mean - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218235,tl1_hf_1mile3,Timeline #1 Healthy Food 1-mile neighbor crude mean - common questions,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218236,s1fdenv_1mile3,Healthy food environment - simple density and 1 mile scale,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218237,s1fdenv_ceb3,Healthy food environment - simple density and CEB estimate,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218238,s1paenv_1mile3,Physical activity environment no parks - simple density and 1 mile scale,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00218239,s1paenv_ceb3,Physical activity environment no parks - simple density and CEB estimate,Numeric,pht003121,MESA_AncilMesaNeighborScalesExam3,phs000209,mesa
phv00196329,sidno,SHARE ID NUMBER,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196330,cenid1,CENSUS TRACT FAKE ID (BASED ON 2000 CENSUS TRACT),Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196331,k1fav1,1 MILE KERNEL FAVORABLE FOOD STORES,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196332,k1pai1,1 MILE KERNEL TOTAL PHYSICAL ACTIVITIES+INSTRUCTIONAL+INSTRUCTIONAL+WATER,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196333,tl1_we_ceb1,TIMELINE #1 WALKING ENVIRONMENT CEB ESTIMATE - COMMON QUESTIONS,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196334,tl1_hf_ceb1,TIMELINE #1 HEALTHY FOOD CEB ESTIMATE - COMMON QUESTIONS,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196335,k1fdenv_ceb1,HEALTHY FOOD ENVIRONMENT - KERNEL DENSITY AND CEB ESTIMATE,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00196336,k1paenv_ceb1,PHYSICAL ACTIVITY ENVIRONMENT NO PARKS - KERNEL DENSITY AND CEB ESTIMATE,Numeric,pht003605,MESA_AncilMesaNeighborFoodExam1,phs000209,mesa
phv00090142,sidno,SHARE ID NUMBER,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090143,visna1,VISIT NUMBER,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090144,pfstha1,THICKNESS OF ONE SLICE OF CT SCAN; IT VARIES AMONG THE  FIELD CENTERS,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090145,pfnsa1,NUMBER OF SLICES TO INCLUDE IN ORDER TO GET THE TOTAL LENGTH REQUIRED BY THE READING PROTOCOL,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090146,pfsrna1,SERIES NUMBER OF CT SCAN,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090147,pfnsaa1,NUMBER OF THE SLICE IN WHICH LEFT MAIN CORONARY ARTERY IS FIRST SEEN,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090148,pfvola1,"VOLUME OF PERICARDIA FAT OBTAINED BASED ON THE MESA READING PROTOCOL, CM^3",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090149,pfcoma1,COMMENTS ABOUT THE QUALITY OF OR PROBLEMS RELATED TO THE MEASUREMENT OF PERICARDIAL FAT,STRING,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090150,lfnsfa1,NUMBER OF THE SLICE DOWN FROM THE SLICE IN WHICH THE LIVER IS FIRST SEEN,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090151,lfnsma1,NUMBER OF THE SLICE ON WHICH LIVER FAT ATTENUATION IS MEASURED,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090152,lfri1a1,"MEAN VALUE OF LIVER ATTENUATION IN REGION OF INTEREST 1, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090153,lfri2a1,"MEAN VALUE OF LIVER ATTENUATION IN REGION OF INTEREST 2, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090154,lfri3a1,"MEAN VALUE OF LIVER ATTENUATION IN REGION OF INTEREST 3, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090155,lfma1,AVERAGE OF THE THREE LIVER ATTENUATION MEASURES,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090156,lfsd1a1,"STANDARD DEVIATION OF LIVER ATTENUATION IN REGION OF INTEREST 1, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090157,lfsd2a1,"STANDARD DEVIATION OF LIVER ATTENUATION IN REGION OF INTEREST 2, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090158,lfsd3a1,"STANDARD DEVIATION OF LIVER ATTENUATION IN REGION OF INTEREST 3, HOUNSFIELD UNIT",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090159,lfcoma1,COMMENTS ABOUT THE QUALITY OF OR PROBLEMS RELATED TO THE MEASUREMENT OF LIVER ATTENUATION,STRING,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090160,bvlena1,"MAXIMAL DISTANCE FROM THE MIDPOINT OF THE BV_WIDTH LINE TO THE APEX IN THE 4-CHAMBER VIEW, MM",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090161,bvwida1,"MAXIMAL DISTANCE BETWEEN THE RCA AND LCX ARTERIES IN THE 4-CHAMBER VIEW, MM",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090162,bvtpsa1,NUMBER OF TOP/FIRST SLICE OF THE HEART,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090163,bvbtsa1,NUMBER OF THE BOTTOM/LAST SLICE OF THE HEART,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090164,bvmdsa1,NUMBER OF SLICES BETWEEN TOP AND BOTTOM OF THE HEART /2,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090165,bvmxsa1,NUMBER OF THE SLICE WHERE THE SHORT AXIS AREA APPEARS TO BE THE GREATEST (IN SAGITAL VIEW),NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090166,bvmsaa1,"MAXIMAL TRACED AREA IN SHORT AXIS VIEW, MM^2",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090167,bvmsna1,NUMBER OF THE SLICE AT THE MID OF THE HEART (ADD THE #SLICES/2 TO THE FIRST SLICE NUMBER),NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090168,bvmaa1,"TRACED AREA AT MIDPOINT FROM BASE TO APEX, MM^2",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090169,bvapsa1,NUMBER OF THE 6TH SLICE ABOVE THE LAST SLICE,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090170,bvapaa1,"TRACED AREA AT THE 6TH SLICE (15 MM) ABOVE APEX, MM^2",NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090171,bvcoma1,COMMENTS RELATED TO THE MEASUREMENT OF HEART SIZE,STRING,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090172,bvvola1,BIVENTRICULAR VOLUME (CM^3),NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090173,acovpa1,COVERAGE PROBLEM,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090174,motpa1,MOTION PROBLEM,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090175,noisea1,NOISE PROBLEM,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090176,artifa1,ARTIFACT PROBLEM,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090177,ratiqa1,OVERALL RATING OF THE IMAGE QUALITY OF THE CT SCAN,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090178,reva1,SCAN OR READING NEEDS TECHNICAL REVIEW OR NOT,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090179,verifa1,DATA ENTERED HAVE BEEN VERIFIED BY READER OR NOT,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00090180,reada1,SCAN HAS BEEN READ OR NOT,NUMERIC,pht001207,MESA_AncilMesaPericardialFat,phs000209,mesa
phv00178020,SUBJID,Subject ID,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178021,ESP_Cohort,Cohort name,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178022,ESP_phenotype,ESP Phenotype group (phenotype that the sample was selected to be sequenced for),String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178023,Sequence_center,Indicates where the sample was sequence at,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178024,Target,Indicates target capture used in sequencing,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178025,ESP_race_selfreport,Self report race,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178026,ESP_sex_selfreport,Values: Male; Female,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178027,ESP_study_site_or_subcohort,Clinic or field center within cohort,String,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178028,ESP_age_baseline,Age in years at baseline,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178029,ESP_mi_baseline,MI status at baseline (0/1),Encoded value,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178030,ESP_mi_during_followup,0/1 to indicate that an MI occurred during study follow up.  0 if no MI during study follow up.  1 if an adjudicated MI occurred during study follow up (even if baseline MI status was 1).,Encoded value,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178031,ESP_mi_tte_or_censor,Time to event variable for MI.  Time (in days) from start of study to MI for event that occurred during study follow up; and follow up time for those that did not have an MI during study follow up.,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178032,ESP_frs_chdprob_baseline,Framingham Risk Score predicted prob. calculated at baseline (was not calculated for those with baseline history of MI),Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178033,ESP_bmi_baseline,Baseline BMI in kg/m2,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178034,ESP_t2diabetes_baseline,Diabetes status at baseline (0/1),Encoded value,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178035,ESP_t2d_med_baseline,Baseline Type 2 diabetes medication status (0/1),Encoded value,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178036,ESP_weight_baseline,Weight in kg at baseline,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178037,ESP_waist_baseline,Waist in cm at baseline,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178038,ESP_whr_baseline,Waist to hip ratio at baseline,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
phv00178039,ESP_height_baseline,Standing height in cm at baseline,Numeric,pht003102,MESA_ESP_HeartGO_Subject_Phenotypes,phs000403,mesa
